carnet,nombre,carrera,departamento,promedio
EST090708,Estudiante 90708,Arquitectura,La Libertad,7.5
EST090709,Estudiante 90709,Ingeniería Industrial,San Salvador,5.3
EST090710,Estudiante 90710,Contaduría,Santa Ana,8.67
EST090711,Estudiante 90711,Contaduría,San Salvador,8.05
EST090712,Estudiante 90712,Administración,San Miguel,6.23
EST090713,Estudiante 90713,Ingeniería Industrial,Sonsonate,5.77
EST090714,Estudiante 90714,Ingeniería Industrial,Santa Ana,6.91
EST090715,Estudiante 90715,Ingeniería en Sistemas,Santa Ana,6.63
EST090716,Estudiante 90716,Ingeniería Industrial,San Salvador,8.91
EST090717,Estudiante 90717,Ingeniería en Sistemas,San Miguel,7.31
EST090718,Estudiante 90718,Ingeniería en Sistemas,Sonsonate,9.22
EST090719,Estudiante 90719,Administración,La Libertad,6.88
EST090720,Estudiante 90720,Contaduría,San Salvador,7.15
EST090721,Estudiante 90721,Ingeniería en Sistemas,La Libertad,6.56
EST090722,Estudiante 90722,Ingeniería Industrial,San Salvador,7.31
EST090723,Estudiante 90723,Arquitectura,La Libertad,6.26
EST090724,Estudiante 90724,Contaduría,Santa Ana,5.1
EST090725,Estudiante 90725,Ingeniería Industrial,Sonsonate,5.07
EST090726,Estudiante 90726,Ingeniería Industrial,La Libertad,8.39
EST090727,Estudiante 90727,Administración,Sonsonate,8.45
EST090728,Estudiante 90728,Administración,Santa Ana,5.96
EST090729,Estudiante 90729,Ingeniería en Sistemas,Santa Ana,6.54
EST090730,Estudiante 90730,Contaduría,Sonsonate,8.15
EST090731,Estudiante 90731,Contaduría,Santa Ana,5.32
EST090732,Estudiante 90732,Ingeniería en Sistemas,Sonsonate,8.69
EST090733,Estudiante 90733,Contaduría,La Libertad,5.78
EST090734,Estudiante 90734,Ingeniería Industrial,San Miguel,6.44
EST090735,Estudiante 90735,Ingeniería Industrial,San Miguel,5.79
EST090736,Estudiante 90736,Administración,San Miguel,9.38
EST090737,Estudiante 90737,Administración,San Salvador,7.92
EST090738,Estudiante 90738,Administración,Sonsonate,6.15
EST090739,Estudiante 90739,Arquitectura,San Salvador,5.93
EST090740,Estudiante 90740,Contaduría,Santa Ana,7.07
EST090741,Estudiante 90741,Ingeniería en Sistemas,Sonsonate,5.6
EST090742,Estudiante 90742,Ingeniería Industrial,San Salvador,8.62
EST090743,Estudiante 90743,Administración,San Miguel,5.9
EST090744,Estudiante 90744,Administración,La Libertad,9.25
EST090745,Estudiante 90745,Ingeniería Industrial,San Miguel,5.97
EST090746,Estudiante 90746,Contaduría,La Libertad,8.17
EST090747,Estudiante 90747,Contaduría,San Salvador,9.22
EST090748,Estudiante 90748,Contaduría,San Salvador,5.22
EST090749,Estudiante 90749,Administración,San Salvador,6.29
EST090750,Estudiante 90750,Arquitectura,La Libertad,5.03
EST090751,Estudiante 90751,Ingeniería en Sistemas,San Salvador,8.64
EST090752,Estudiante 90752,Arquitectura,San Salvador,9.49
EST090753,Estudiante 90753,Ingeniería Industrial,Santa Ana,9.11
EST090754,Estudiante 90754,Ingeniería en Sistemas,Sonsonate,6.43
EST090755,Estudiante 90755,Administración,Santa Ana,6.61
EST090756,Estudiante 90756,Arquitectura,San Salvador,6.91
EST090757,Estudiante 90757,Arquitectura,Santa Ana,6.59
EST090758,Estudiante 90758,Ingeniería Industrial,Santa Ana,8.08
EST090759,Estudiante 90759,Ingeniería Industrial,Sonsonate,9.08
EST090760,Estudiante 90760,Contaduría,Santa Ana,8.53
EST090761,Estudiante 90761,Arquitectura,Sonsonate,7.3
EST090762,Estudiante 90762,Administración,Santa Ana,9.44
EST090763,Estudiante 90763,Administración,Sonsonate,7.59
EST090764,Estudiante 90764,Ingeniería en Sistemas,San Salvador,6.34
EST090765,Estudiante 90765,Ingeniería en Sistemas,Sonsonate,7.1
EST090766,Estudiante 90766,Contaduría,Santa Ana,5.79
EST090767,Estudiante 90767,Administración,San Salvador,5.6
EST090768,Estudiante 90768,Ingeniería Industrial,San Salvador,8.53
EST090769,Estudiante 90769,Arquitectura,San Salvador,7.51
EST090770,Estudiante 90770,Contaduría,San Miguel,6.46
EST090771,Estudiante 90771,Contaduría,San Salvador,9.66
EST090772,Estudiante 90772,Ingeniería Industrial,La Libertad,8.47
EST090773,Estudiante 90773,Contaduría,La Libertad,9.28
EST090774,Estudiante 90774,Arquitectura,Santa Ana,5.52
EST090775,Estudiante 90775,Ingeniería Industrial,San Salvador,5.4
EST090776,Estudiante 90776,Ingeniería en Sistemas,La Libertad,9.55
EST090777,Estudiante 90777,Arquitectura,San Miguel,9.14
EST090778,Estudiante 90778,Contaduría,San Salvador,8.1
EST090779,Estudiante 90779,Contaduría,San Salvador,7.91
EST090780,Estudiante 90780,Contaduría,San Salvador,8.27
EST090781,Estudiante 90781,Ingeniería en Sistemas,La Libertad,9.5
EST090782,Estudiante 90782,Administración,La Libertad,9.0
EST090783,Estudiante 90783,Administración,San Salvador,5.06
EST090784,Estudiante 90784,Administración,San Miguel,9.33
EST090785,Estudiante 90785,Contaduría,San Salvador,9.51
EST090786,Estudiante 90786,Administración,Santa Ana,8.95
EST090787,Estudiante 90787,Ingeniería Industrial,La Libertad,7.08
EST090788,Estudiante 90788,Arquitectura,Santa Ana,5.59
EST090789,Estudiante 90789,Contaduría,La Libertad,7.8
EST090790,Estudiante 90790,Arquitectura,Sonsonate,8.11
EST090791,Estudiante 90791,Ingeniería en Sistemas,Santa Ana,7.34
EST090792,Estudiante 90792,Arquitectura,San Salvador,7.77
EST090793,Estudiante 90793,Arquitectura,La Libertad,7.01
EST090794,Estudiante 90794,Ingeniería Industrial,San Salvador,6.04
EST090795,Estudiante 90795,Ingeniería en Sistemas,San Salvador,9.63
EST090796,Estudiante 90796,Administración,San Miguel,8.96
EST090797,Estudiante 90797,Administración,La Libertad,6.9
EST090798,Estudiante 90798,Arquitectura,La Libertad,6.89
EST090799,Estudiante 90799,Ingeniería Industrial,San Salvador,7.9
EST090800,Estudiante 90800,Ingeniería Industrial,San Salvador,5.8
EST090801,Estudiante 90801,Ingeniería en Sistemas,La Libertad,8.01
EST090802,Estudiante 90802,Contaduría,Santa Ana,7.5
EST090803,Estudiante 90803,Administración,Santa Ana,8.9
EST090804,Estudiante 90804,Administración,Sonsonate,9.42
EST090805,Estudiante 90805,Administración,Sonsonate,8.37
EST090806,Estudiante 90806,Ingeniería Industrial,San Salvador,6.35
EST090807,Estudiante 90807,Ingeniería en Sistemas,La Libertad,6.86
EST090808,Estudiante 90808,Administración,San Miguel,5.44
EST090809,Estudiante 90809,Administración,San Miguel,9.9
EST090810,Estudiante 90810,Contaduría,Sonsonate,5.3
EST090811,Estudiante 90811,Administración,San Miguel,7.16
EST090812,Estudiante 90812,Contaduría,Santa Ana,7.19
EST090813,Estudiante 90813,Ingeniería Industrial,Santa Ana,5.77
EST090814,Estudiante 90814,Ingeniería en Sistemas,Sonsonate,7.62
EST090815,Estudiante 90815,Ingeniería en Sistemas,Sonsonate,7.22
EST090816,Estudiante 90816,Administración,San Salvador,6.18
EST090817,Estudiante 90817,Ingeniería Industrial,Santa Ana,9.82
EST090818,Estudiante 90818,Ingeniería Industrial,La Libertad,7.58
EST090819,Estudiante 90819,Contaduría,La Libertad,5.9
EST090820,Estudiante 90820,Arquitectura,San Miguel,5.05
EST090821,Estudiante 90821,Ingeniería Industrial,San Miguel,5.98
EST090822,Estudiante 90822,Contaduría,La Libertad,9.66
EST090823,Estudiante 90823,Arquitectura,San Salvador,6.84
EST090824,Estudiante 90824,Ingeniería en Sistemas,Santa Ana,8.33
EST090825,Estudiante 90825,Contaduría,La Libertad,9.33
EST090826,Estudiante 90826,Ingeniería en Sistemas,La Libertad,5.82
EST090827,Estudiante 90827,Contaduría,San Miguel,5.2
EST090828,Estudiante 90828,Contaduría,Sonsonate,6.4
EST090829,Estudiante 90829,Ingeniería Industrial,Santa Ana,9.99
EST090830,Estudiante 90830,Ingeniería en Sistemas,San Salvador,8.99
EST090831,Estudiante 90831,Administración,San Miguel,8.55
EST090832,Estudiante 90832,Administración,Santa Ana,7.89
EST090833,Estudiante 90833,Ingeniería en Sistemas,San Salvador,7.46
EST090834,Estudiante 90834,Ingeniería Industrial,Santa Ana,6.26
EST090835,Estudiante 90835,Ingeniería Industrial,La Libertad,6.02
EST090836,Estudiante 90836,Administración,La Libertad,8.65
EST090837,Estudiante 90837,Administración,San Miguel,6.29
EST090838,Estudiante 90838,Contaduría,Sonsonate,7.29
EST090839,Estudiante 90839,Contaduría,Santa Ana,9.56
EST090840,Estudiante 90840,Ingeniería en Sistemas,Santa Ana,7.56
EST090841,Estudiante 90841,Administración,Santa Ana,9.13
EST090842,Estudiante 90842,Arquitectura,San Salvador,5.12
EST090843,Estudiante 90843,Contaduría,Santa Ana,8.27
EST090844,Estudiante 90844,Arquitectura,Sonsonate,6.94
EST090845,Estudiante 90845,Arquitectura,La Libertad,9.84
EST090846,Estudiante 90846,Ingeniería Industrial,San Miguel,6.88
EST090847,Estudiante 90847,Administración,San Miguel,8.47
EST090848,Estudiante 90848,Administración,La Libertad,7.95
EST090849,Estudiante 90849,Arquitectura,San Salvador,8.88
EST090850,Estudiante 90850,Ingeniería Industrial,San Miguel,6.17
EST090851,Estudiante 90851,Administración,San Miguel,7.25
EST090852,Estudiante 90852,Contaduría,Santa Ana,5.9
EST090853,Estudiante 90853,Ingeniería en Sistemas,San Salvador,5.13
EST090854,Estudiante 90854,Contaduría,Sonsonate,7.72
EST090855,Estudiante 90855,Administración,Santa Ana,8.84
EST090856,Estudiante 90856,Ingeniería en Sistemas,San Miguel,9.92
EST090857,Estudiante 90857,Contaduría,San Salvador,8.94
EST090858,Estudiante 90858,Ingeniería en Sistemas,San Salvador,9.34
EST090859,Estudiante 90859,Arquitectura,San Miguel,5.61
EST090860,Estudiante 90860,Contaduría,La Libertad,9.99
EST090861,Estudiante 90861,Administración,Santa Ana,7.76
EST090862,Estudiante 90862,Arquitectura,Santa Ana,6.98
EST090863,Estudiante 90863,Administración,Sonsonate,9.76
EST090864,Estudiante 90864,Arquitectura,La Libertad,6.0
EST090865,Estudiante 90865,Ingeniería en Sistemas,San Salvador,7.98
EST090866,Estudiante 90866,Administración,San Miguel,5.7
EST090867,Estudiante 90867,Contaduría,Sonsonate,9.35
EST090868,Estudiante 90868,Arquitectura,La Libertad,7.5
EST090869,Estudiante 90869,Arquitectura,Sonsonate,8.23
EST090870,Estudiante 90870,Contaduría,La Libertad,7.09
EST090871,Estudiante 90871,Ingeniería en Sistemas,Santa Ana,9.75
EST090872,Estudiante 90872,Ingeniería Industrial,La Libertad,9.97
EST090873,Estudiante 90873,Administración,San Salvador,9.2
EST090874,Estudiante 90874,Contaduría,Sonsonate,8.58
EST090875,Estudiante 90875,Arquitectura,San Salvador,7.56
EST090876,Estudiante 90876,Arquitectura,Santa Ana,5.44
EST090877,Estudiante 90877,Ingeniería en Sistemas,Santa Ana,7.01
EST090878,Estudiante 90878,Ingeniería en Sistemas,San Salvador,9.65
EST090879,Estudiante 90879,Arquitectura,San Salvador,7.52
EST090880,Estudiante 90880,Administración,Sonsonate,8.93
EST090881,Estudiante 90881,Ingeniería Industrial,La Libertad,6.96
EST090882,Estudiante 90882,Contaduría,San Miguel,5.27
EST090883,Estudiante 90883,Contaduría,San Salvador,9.86
EST090884,Estudiante 90884,Contaduría,Santa Ana,9.91
EST090885,Estudiante 90885,Ingeniería Industrial,La Libertad,7.41
EST090886,Estudiante 90886,Ingeniería en Sistemas,La Libertad,6.05
EST090887,Estudiante 90887,Ingeniería Industrial,La Libertad,9.77
EST090888,Estudiante 90888,Arquitectura,La Libertad,6.18
EST090889,Estudiante 90889,Ingeniería en Sistemas,La Libertad,8.74
EST090890,Estudiante 90890,Ingeniería en Sistemas,Santa Ana,6.94
EST090891,Estudiante 90891,Contaduría,San Salvador,7.06
EST090892,Estudiante 90892,Contaduría,San Salvador,9.94
EST090893,Estudiante 90893,Ingeniería Industrial,Sonsonate,9.7
EST090894,Estudiante 90894,Administración,Sonsonate,8.83
EST090895,Estudiante 90895,Arquitectura,San Salvador,7.32
EST090896,Estudiante 90896,Ingeniería en Sistemas,Sonsonate,5.79
EST090897,Estudiante 90897,Arquitectura,La Libertad,5.33
EST090898,Estudiante 90898,Contaduría,San Miguel,5.95
EST090899,Estudiante 90899,Arquitectura,Sonsonate,9.38
EST090900,Estudiante 90900,Ingeniería Industrial,Santa Ana,6.8
EST090901,Estudiante 90901,Arquitectura,San Miguel,7.73
EST090902,Estudiante 90902,Administración,Sonsonate,5.59
EST090903,Estudiante 90903,Arquitectura,Santa Ana,8.08
EST090904,Estudiante 90904,Ingeniería en Sistemas,Santa Ana,9.95
EST090905,Estudiante 90905,Arquitectura,San Miguel,9.1
EST090906,Estudiante 90906,Administración,San Miguel,7.74
EST090907,Estudiante 90907,Ingeniería en Sistemas,Santa Ana,5.31
EST090908,Estudiante 90908,Ingeniería Industrial,Santa Ana,7.26
EST090909,Estudiante 90909,Contaduría,La Libertad,5.67
EST090910,Estudiante 90910,Contaduría,San Miguel,7.87
EST090911,Estudiante 90911,Ingeniería Industrial,San Miguel,6.73
EST090912,Estudiante 90912,Ingeniería Industrial,San Miguel,9.28
EST090913,Estudiante 90913,Contaduría,San Miguel,5.73
EST090914,Estudiante 90914,Ingeniería Industrial,La Libertad,8.12
EST090915,Estudiante 90915,Contaduría,San Salvador,7.66
EST090916,Estudiante 90916,Administración,La Libertad,7.48
EST090917,Estudiante 90917,Ingeniería en Sistemas,Sonsonate,8.77
EST090918,Estudiante 90918,Ingeniería Industrial,Sonsonate,8.27
EST090919,Estudiante 90919,Contaduría,Santa Ana,5.95
EST090920,Estudiante 90920,Ingeniería Industrial,Sonsonate,9.02
EST090921,Estudiante 90921,Ingeniería en Sistemas,San Salvador,9.82
EST090922,Estudiante 90922,Contaduría,Sonsonate,5.62
EST090923,Estudiante 90923,Ingeniería Industrial,Santa Ana,8.95
EST090924,Estudiante 90924,Ingeniería en Sistemas,La Libertad,5.62
EST090925,Estudiante 90925,Ingeniería en Sistemas,San Salvador,6.55
EST090926,Estudiante 90926,Ingeniería Industrial,San Miguel,6.7
EST090927,Estudiante 90927,Ingeniería en Sistemas,La Libertad,6.87
EST090928,Estudiante 90928,Administración,San Miguel,7.63
EST090929,Estudiante 90929,Ingeniería en Sistemas,Sonsonate,8.77
EST090930,Estudiante 90930,Contaduría,Santa Ana,8.15
EST090931,Estudiante 90931,Ingeniería Industrial,La Libertad,8.31
EST090932,Estudiante 90932,Ingeniería en Sistemas,Sonsonate,7.64
EST090933,Estudiante 90933,Administración,Sonsonate,5.42
EST090934,Estudiante 90934,Ingeniería Industrial,San Miguel,7.47
EST090935,Estudiante 90935,Ingeniería en Sistemas,La Libertad,6.81
EST090936,Estudiante 90936,Contaduría,Sonsonate,8.54
EST090937,Estudiante 90937,Contaduría,San Miguel,6.08
EST090938,Estudiante 90938,Ingeniería Industrial,San Salvador,6.12
EST090939,Estudiante 90939,Ingeniería en Sistemas,La Libertad,8.24
EST090940,Estudiante 90940,Administración,Sonsonate,7.72
EST090941,Estudiante 90941,Contaduría,Santa Ana,8.16
EST090942,Estudiante 90942,Ingeniería Industrial,Santa Ana,7.78
EST090943,Estudiante 90943,Ingeniería en Sistemas,San Miguel,8.18
EST090944,Estudiante 90944,Ingeniería en Sistemas,La Libertad,6.42
EST090945,Estudiante 90945,Ingeniería Industrial,Sonsonate,9.83
EST090946,Estudiante 90946,Ingeniería en Sistemas,La Libertad,5.23
EST090947,Estudiante 90947,Ingeniería en Sistemas,La Libertad,6.63
EST090948,Estudiante 90948,Administración,Santa Ana,8.67
EST090949,Estudiante 90949,Arquitectura,San Miguel,6.76
EST090950,Estudiante 90950,Contaduría,San Salvador,8.02
EST090951,Estudiante 90951,Arquitectura,Santa Ana,5.2
EST090952,Estudiante 90952,Ingeniería Industrial,La Libertad,5.12
EST090953,Estudiante 90953,Arquitectura,La Libertad,9.65
EST090954,Estudiante 90954,Arquitectura,San Miguel,9.2
EST090955,Estudiante 90955,Arquitectura,San Miguel,5.64
EST090956,Estudiante 90956,Contaduría,Santa Ana,6.04
EST090957,Estudiante 90957,Contaduría,San Miguel,9.53
EST090958,Estudiante 90958,Administración,La Libertad,8.03
EST090959,Estudiante 90959,Ingeniería en Sistemas,San Salvador,9.61
EST090960,Estudiante 90960,Arquitectura,San Salvador,7.6
EST090961,Estudiante 90961,Contaduría,Sonsonate,8.72
EST090962,Estudiante 90962,Administración,La Libertad,8.62
EST090963,Estudiante 90963,Ingeniería Industrial,San Miguel,6.09
EST090964,Estudiante 90964,Ingeniería en Sistemas,San Miguel,7.8
EST090965,Estudiante 90965,Ingeniería en Sistemas,San Miguel,5.11
EST090966,Estudiante 90966,Ingeniería Industrial,San Miguel,7.94
EST090967,Estudiante 90967,Ingeniería en Sistemas,La Libertad,6.8
EST090968,Estudiante 90968,Administración,Sonsonate,6.3
EST090969,Estudiante 90969,Ingeniería en Sistemas,San Salvador,7.36
EST090970,Estudiante 90970,Contaduría,San Miguel,7.78
EST090971,Estudiante 90971,Administración,San Miguel,9.67
EST090972,Estudiante 90972,Administración,Sonsonate,7.52
EST090973,Estudiante 90973,Arquitectura,Santa Ana,7.4
EST090974,Estudiante 90974,Arquitectura,La Libertad,7.7
EST090975,Estudiante 90975,Contaduría,Santa Ana,7.06
EST090976,Estudiante 90976,Ingeniería en Sistemas,La Libertad,6.75
EST090977,Estudiante 90977,Arquitectura,San Miguel,5.47
EST090978,Estudiante 90978,Ingeniería en Sistemas,Santa Ana,6.31
EST090979,Estudiante 90979,Administración,San Salvador,5.67
EST090980,Estudiante 90980,Arquitectura,La Libertad,8.47
EST090981,Estudiante 90981,Ingeniería Industrial,La Libertad,6.13
EST090982,Estudiante 90982,Contaduría,San Miguel,5.8
EST090983,Estudiante 90983,Arquitectura,San Miguel,8.07
EST090984,Estudiante 90984,Administración,San Miguel,9.68
EST090985,Estudiante 90985,Ingeniería en Sistemas,San Miguel,5.09
EST090986,Estudiante 90986,Ingeniería Industrial,La Libertad,9.5
EST090987,Estudiante 90987,Ingeniería en Sistemas,Sonsonate,9.14
EST090988,Estudiante 90988,Contaduría,San Miguel,7.87
EST090989,Estudiante 90989,Ingeniería en Sistemas,Santa Ana,7.98
EST090990,Estudiante 90990,Arquitectura,San Salvador,5.44
EST090991,Estudiante 90991,Ingeniería Industrial,La Libertad,6.28
EST090992,Estudiante 90992,Administración,San Miguel,8.22
EST090993,Estudiante 90993,Arquitectura,La Libertad,5.72
EST090994,Estudiante 90994,Ingeniería en Sistemas,La Libertad,6.66
EST090995,Estudiante 90995,Ingeniería en Sistemas,Sonsonate,8.07
EST090996,Estudiante 90996,Administración,Sonsonate,6.4
EST090997,Estudiante 90997,Administración,Sonsonate,5.08
EST090998,Estudiante 90998,Arquitectura,Sonsonate,5.88
EST090999,Estudiante 90999,Administración,San Miguel,8.91
EST091000,Estudiante 91000,Ingeniería Industrial,La Libertad,8.21
EST091001,Estudiante 91001,Contaduría,Santa Ana,6.96
EST091002,Estudiante 91002,Ingeniería Industrial,San Salvador,5.58
EST091003,Estudiante 91003,Ingeniería Industrial,San Miguel,6.2
EST091004,Estudiante 91004,Contaduría,Sonsonate,9.14
EST091005,Estudiante 91005,Arquitectura,San Miguel,6.06
EST091006,Estudiante 91006,Administración,San Miguel,8.56
EST091007,Estudiante 91007,Administración,La Libertad,7.82
EST091008,Estudiante 91008,Ingeniería en Sistemas,San Salvador,6.14
EST091009,Estudiante 91009,Administración,La Libertad,6.57
EST091010,Estudiante 91010,Ingeniería Industrial,Santa Ana,6.24
EST091011,Estudiante 91011,Ingeniería en Sistemas,Sonsonate,7.48
EST091012,Estudiante 91012,Administración,San Salvador,7.83
EST091013,Estudiante 91013,Administración,San Miguel,6.95
EST091014,Estudiante 91014,Arquitectura,Santa Ana,7.15
EST091015,Estudiante 91015,Administración,Sonsonate,9.93
EST091016,Estudiante 91016,Ingeniería en Sistemas,La Libertad,7.77
EST091017,Estudiante 91017,Ingeniería Industrial,San Salvador,5.31
EST091018,Estudiante 91018,Ingeniería en Sistemas,La Libertad,5.58
EST091019,Estudiante 91019,Ingeniería Industrial,Sonsonate,7.28
EST091020,Estudiante 91020,Ingeniería Industrial,San Miguel,9.12
EST091021,Estudiante 91021,Administración,Santa Ana,8.57
EST091022,Estudiante 91022,Ingeniería en Sistemas,Santa Ana,9.77
EST091023,Estudiante 91023,Ingeniería en Sistemas,Santa Ana,8.13
EST091024,Estudiante 91024,Ingeniería Industrial,Sonsonate,7.39
EST091025,Estudiante 91025,Arquitectura,Santa Ana,5.36
EST091026,Estudiante 91026,Contaduría,La Libertad,5.11
EST091027,Estudiante 91027,Ingeniería Industrial,San Salvador,8.96
EST091028,Estudiante 91028,Ingeniería en Sistemas,San Salvador,8.67
EST091029,Estudiante 91029,Ingeniería en Sistemas,Sonsonate,6.76
EST091030,Estudiante 91030,Arquitectura,La Libertad,7.0
EST091031,Estudiante 91031,Contaduría,La Libertad,6.17
EST091032,Estudiante 91032,Administración,Sonsonate,9.35
EST091033,Estudiante 91033,Ingeniería Industrial,San Miguel,6.04
EST091034,Estudiante 91034,Arquitectura,La Libertad,8.07
EST091035,Estudiante 91035,Contaduría,Santa Ana,8.59
EST091036,Estudiante 91036,Administración,Santa Ana,9.26
EST091037,Estudiante 91037,Contaduría,Sonsonate,7.8
EST091038,Estudiante 91038,Ingeniería Industrial,San Miguel,7.1
EST091039,Estudiante 91039,Ingeniería en Sistemas,La Libertad,9.83
EST091040,Estudiante 91040,Contaduría,Sonsonate,9.25
EST091041,Estudiante 91041,Contaduría,San Miguel,6.14
EST091042,Estudiante 91042,Arquitectura,San Miguel,5.19
EST091043,Estudiante 91043,Administración,La Libertad,5.45
EST091044,Estudiante 91044,Contaduría,Sonsonate,7.61
EST091045,Estudiante 91045,Administración,Sonsonate,9.83
EST091046,Estudiante 91046,Ingeniería en Sistemas,Santa Ana,5.24
EST091047,Estudiante 91047,Contaduría,Sonsonate,7.21
EST091048,Estudiante 91048,Arquitectura,La Libertad,7.98
EST091049,Estudiante 91049,Ingeniería en Sistemas,La Libertad,5.35
EST091050,Estudiante 91050,Ingeniería en Sistemas,Sonsonate,5.0
EST091051,Estudiante 91051,Arquitectura,Sonsonate,5.72
EST091052,Estudiante 91052,Contaduría,Santa Ana,5.36
EST091053,Estudiante 91053,Arquitectura,San Miguel,8.71
EST091054,Estudiante 91054,Ingeniería Industrial,Sonsonate,7.0
EST091055,Estudiante 91055,Ingeniería en Sistemas,San Miguel,9.41
EST091056,Estudiante 91056,Contaduría,Santa Ana,9.08
EST091057,Estudiante 91057,Ingeniería Industrial,Santa Ana,9.78
EST091058,Estudiante 91058,Ingeniería Industrial,San Salvador,5.94
EST091059,Estudiante 91059,Ingeniería Industrial,La Libertad,8.72
EST091060,Estudiante 91060,Ingeniería Industrial,Santa Ana,7.44
EST091061,Estudiante 91061,Ingeniería Industrial,Sonsonate,7.39
EST091062,Estudiante 91062,Contaduría,San Salvador,5.1
EST091063,Estudiante 91063,Administración,La Libertad,7.15
EST091064,Estudiante 91064,Arquitectura,San Salvador,5.21
EST091065,Estudiante 91065,Administración,Santa Ana,7.8
EST091066,Estudiante 91066,Arquitectura,Sonsonate,9.58
EST091067,Estudiante 91067,Administración,Sonsonate,7.49
EST091068,Estudiante 91068,Contaduría,San Miguel,7.83
EST091069,Estudiante 91069,Ingeniería en Sistemas,San Miguel,6.5
EST091070,Estudiante 91070,Administración,San Salvador,6.62
EST091071,Estudiante 91071,Arquitectura,La Libertad,6.93
EST091072,Estudiante 91072,Contaduría,Santa Ana,6.82
EST091073,Estudiante 91073,Contaduría,La Libertad,5.74
EST091074,Estudiante 91074,Contaduría,Sonsonate,9.76
EST091075,Estudiante 91075,Administración,Sonsonate,6.45
EST091076,Estudiante 91076,Arquitectura,San Salvador,6.55
EST091077,Estudiante 91077,Contaduría,Santa Ana,5.12
EST091078,Estudiante 91078,Ingeniería en Sistemas,Sonsonate,5.26
EST091079,Estudiante 91079,Contaduría,San Miguel,8.39
EST091080,Estudiante 91080,Contaduría,San Miguel,9.22
EST091081,Estudiante 91081,Ingeniería en Sistemas,San Miguel,7.23
EST091082,Estudiante 91082,Contaduría,Santa Ana,7.05
EST091083,Estudiante 91083,Contaduría,San Salvador,7.52
EST091084,Estudiante 91084,Arquitectura,San Miguel,7.92
EST091085,Estudiante 91085,Contaduría,Santa Ana,9.33
EST091086,Estudiante 91086,Ingeniería Industrial,Santa Ana,9.7
EST091087,Estudiante 91087,Ingeniería en Sistemas,San Miguel,8.02
EST091088,Estudiante 91088,Ingeniería en Sistemas,Santa Ana,7.97
EST091089,Estudiante 91089,Administración,Sonsonate,6.42
EST091090,Estudiante 91090,Administración,La Libertad,6.74
EST091091,Estudiante 91091,Arquitectura,San Salvador,6.24
EST091092,Estudiante 91092,Ingeniería Industrial,La Libertad,6.98
EST091093,Estudiante 91093,Administración,Sonsonate,8.51
EST091094,Estudiante 91094,Ingeniería Industrial,Sonsonate,6.04
EST091095,Estudiante 91095,Contaduría,Sonsonate,8.88
EST091096,Estudiante 91096,Contaduría,La Libertad,7.42
EST091097,Estudiante 91097,Ingeniería Industrial,La Libertad,8.29
EST091098,Estudiante 91098,Ingeniería Industrial,Santa Ana,8.31
EST091099,Estudiante 91099,Ingeniería en Sistemas,La Libertad,6.41
EST091100,Estudiante 91100,Administración,Sonsonate,8.88
EST091101,Estudiante 91101,Ingeniería en Sistemas,Santa Ana,8.13
EST091102,Estudiante 91102,Ingeniería Industrial,San Miguel,5.17
EST091103,Estudiante 91103,Contaduría,La Libertad,9.84
EST091104,Estudiante 91104,Arquitectura,San Miguel,6.33
EST091105,Estudiante 91105,Administración,San Miguel,7.85
EST091106,Estudiante 91106,Ingeniería en Sistemas,La Libertad,8.05
EST091107,Estudiante 91107,Administración,Santa Ana,8.14
EST091108,Estudiante 91108,Ingeniería en Sistemas,San Miguel,6.66
EST091109,Estudiante 91109,Ingeniería Industrial,Sonsonate,8.2
EST091110,Estudiante 91110,Ingeniería Industrial,San Salvador,8.48
EST091111,Estudiante 91111,Ingeniería Industrial,San Miguel,5.47
EST091112,Estudiante 91112,Ingeniería en Sistemas,Santa Ana,7.14
EST091113,Estudiante 91113,Ingeniería Industrial,San Miguel,5.09
EST091114,Estudiante 91114,Arquitectura,Santa Ana,8.4
EST091115,Estudiante 91115,Ingeniería en Sistemas,San Salvador,5.24
EST091116,Estudiante 91116,Ingeniería Industrial,Santa Ana,7.79
EST091117,Estudiante 91117,Ingeniería Industrial,Santa Ana,7.69
EST091118,Estudiante 91118,Administración,Sonsonate,8.68
EST091119,Estudiante 91119,Ingeniería Industrial,San Miguel,7.9
EST091120,Estudiante 91120,Arquitectura,La Libertad,6.97
EST091121,Estudiante 91121,Arquitectura,Sonsonate,9.48
EST091122,Estudiante 91122,Ingeniería Industrial,San Salvador,9.17
EST091123,Estudiante 91123,Ingeniería en Sistemas,San Salvador,7.99
EST091124,Estudiante 91124,Ingeniería en Sistemas,Sonsonate,9.01
EST091125,Estudiante 91125,Ingeniería en Sistemas,San Salvador,6.98
EST091126,Estudiante 91126,Contaduría,Sonsonate,6.6
EST091127,Estudiante 91127,Ingeniería en Sistemas,La Libertad,6.76
EST091128,Estudiante 91128,Arquitectura,San Salvador,9.36
EST091129,Estudiante 91129,Ingeniería en Sistemas,San Miguel,7.87
EST091130,Estudiante 91130,Arquitectura,Santa Ana,9.38
EST091131,Estudiante 91131,Ingeniería Industrial,San Salvador,7.28
EST091132,Estudiante 91132,Arquitectura,Sonsonate,8.64
EST091133,Estudiante 91133,Ingeniería en Sistemas,San Salvador,5.88
EST091134,Estudiante 91134,Contaduría,San Miguel,7.91
